|0|1|2|3
2604|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wett; vertat; wegtat; wehtat; wetzt; jetzt; setzt; weist; weit; vertrat; weder; Senat; gerät; getan; tat; wählt; Bett; Seat; Zitat; berät
wetat
^^^^^"|||
2605|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: groß; froh; fraß; frohe; fror; frohes; Eros; Gros; Groß; frohst; fräs; vors; von; vom; vor; große; frei; pro; Größe; fort
fros
^^^^"|||
2606|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: er; Herr; irr; zerr; der; ein; für; war; es; zur; mehr; nur; vor; erst; ihr; sehr; Art; Ort; Werk; dar
err
^^^"|||
2607||||
2608|"Offset 0, length 15, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: hinterherlaufen
hienterhelaufen
^^^^^^^^^^^^^^^"|||
2609|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: steckt; stockt; stickt; steht; steckte; siegt; stockte; stärkt; stecke; spuckt; steck; spickt; stakt; stecht; steckst; stet; sticke; stickst; stickte
stekt
^^^^^"|||
2610|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Stück; Steckt; Stücke; Stockt; Stickt; Stücks; Steht; Steg; Steckte; Sekt; Siegt; Stege; Stockte; Stöcke; Stärkt; Stecke; Stegs; Spuckt; Stucks; Steck
Stekt
^^^^^"|||
2611|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sind; hin; Kind; Wind; hing; Rind; find; eint; hinkt; lind; Linth; Pint; bind; hingt; hont; in; ist; mit; ein; eine
hint
^^^^"|||
2612|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ÄoG; noch; doch; folgt; hoch; fing; flach; flog; solch; AEG; BVG; Jörg; Koch; LPG; Loch; Mönch; BAG; Bosch; Coach; DFG
foSch
^^^^^"|||
2613|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: springt; Sprint; sprengt; spring; springe; Spring; sprangt; springst; zuspringt; springts; geringe; spricht; gelingt; gering; sprang; Springer; Sprung; springen
schbringt
^^^^^^^^^"|||
2614|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geringe; gelingt; gering; schwingt; gerinnt; schlingt; gehinkt; gelinkt; gerankt; geringst; gewinkt; gezinkt; gingt; grinst; zuspringt
schPringt
^^^^^^^^^"|||
2615|"Offset 0, length 2, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wie; die; mit; ein; war; bis; sie; was; wo; hin; nie; wir; bin; min; mir; weg; wer; Eis; Jim; Rio
wi
^^"|||
2616|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Sprint; springt; spricht; sprengt; Sprints; spinnt; spritzt; Spinat; gerinnt; sprießt; Sprit; spring; springe; spinal; Splint; Spring; grinst; sprangt
schprinat
^^^^^^^^^"|||
2617|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: und; Art; Ort; übt; ist; mit; er; wurde; um; wird; zur; hat; nur; gut; kurz; oft; rund; Amt; Burg; Tod
urd
^^^"|||
2618|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Leser; Leiser; Liter; Loser; Lise; Laser; Lister; Einer; Löser; Dieser; Hier; Lider; Vier; Lises; Ließ; Lyder; Bisher; Kaiser; Liner; Außer
Liser
^^^^^"|||
2619|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ziel; sie; zwei; neu; sei; soll; fiel; viel; Insel; Ziel; Kiel; spät; Onkel; steil; Adel; Axel; Engel; Enkel; Opel; zielt
snel
^^^^"|||
2620|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Märchen; bergen; kargen; Härchen; Pärchen; Lärchen; Särgen; Lerchen; gerochen; kecken; geigen; Bergen; Bärchen; checken; geruhen; keuchen; gleichen; gehen; gingen; zeigen
gerchen
^^^^^^^"|||
2621|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: hungrig
mugirig
^^^^^^^"|||
2622|"Offset 0, length 19, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
hochgeckgechbrungen
^^^^^^^^^^^^^^^^^^^"|||
2623|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: eilig; einig; eilige; eidlich; eisig; eklig; einige; endlich; etliche; seitlich; heimlich; zeitlich; Milch; erlag; freilich; glich; weiblich; weißlich; Jülich; Miliz
eilich
^^^^^^"|||
2624|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sie; sind; seit; Lied; spät; Ried; riet; Diät; seid; mied; niet; sieh; zieh; zier; siede; Niet; biet; stet; zeit; ziel
zied
^^^^"|||
2625|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: entdeckt; entdeckte; entrückt; entzückt; entlockt; entpackt; entdecke; entdeckst; enthält; endet; enthielt; entdecken; entdeckten; entgeht; erträgt; entdeckter; entdecktes; entlädt; entsagt; enthebt
entdekt
^^^^^^^"|||
2626||||
2627|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kaputt; Kabul; Laut; Kaut; Papst; Gabst; Debüt; Gabt; Kauf; Gäbet; Baut; Gäbst; Kant; Gäbt; Kap; Kappt; Knut; Gab; Akut; Gibt
Kaput
^^^^^"|||
2628|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: abgerückt; abgesucht; abgebucht; abgeregt; abgeraucht; abgelegt; angeregt; abgedruckt; abgesagt; angefügt; abgerutscht; gerächt; abgebracht; abgesägt; abgekocht; abgemacht; angerückt; angesucht; abdruckt; abgebuchte
abgerucht
^^^^^^^^^"|||
2629|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: tagge; taggen; tägiges; dagegen; Tages; langes; tauchen; dachte; tagte; dachten; dichtes; Ganges; Ranges; danken; dickes; tagen; tags; tätiges; Bagger; Jagger
tagges
^^^^^^"|||
2630|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: grün; gen; kühn; in; den; von; an; ein; für; kann; man; gab; ihn; kam; km; fünf; ganz; ging; gut; hin
kün
^^^"|||
2631|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: in; ins; Ein-; ein-; und; im; ist; an; ein; eine; sind; ihm; ihn; ihr; ging; hin; ich; nie; eng; inne
in-
^^^"|||
2632|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nicht; nichts; bist; mischt; nächst; Rist; nagt; fischt; nickt; wischt; zischt; Gischt; List; Mist; nascht; niste; tischt; eichst; nagst; nickst
nischt
^^^^^^"|||
2633|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: einfache; einfach; einfachen; einfacher; einfaches; einfachem; einfange; einfuge; einfüge; einhake; einjage; einmache; einsage; einsäge; einfege; einige; einzige; einfachste; einfachere; einsame
einfage
^^^^^^^"|||
2634|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: klick; gluck; klack; Blick; Glück; Fleck; klug; Flick; block; glückt; klickt; knack; Block; Klick; blick; glücke; glüh; klacke; klackt; klag
glük
^^^^"|||
2635|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gesprungen; gesprochen; gesprengten; gesponnen; gesprungene; gestrengen; besprengen; besprangen; bespringen; gespornten; gesprossen
gesprongen
^^^^^^^^^^"|||
2636|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Larissa; warst; warzig; versa; wärst; Darß; Haussa; Kassa; Lassa; Massa; Passa; warbst; warfst; warnst; wärest; wärmst; Marissa; Raissa; wärs
warssa
^^^^^^"|||
2637|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: flutet; flitzt; flutest; pflügst; fließt; stützt; pflanzt; platzt; flott; fluten; blutet; flutete; blitzt; flugs; pflückt; flute; Bluts; Klütz; aufludst; blutest
flutst
^^^^^^"|||
2638|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: läuft; Läufe; Gäu; Käufe; häuft; Säue; Gäues; Gäus; Säuen; häufe; lauf; räum; säuft; auf; neue; häufig; neu; lebt; neun; elf
leuf
^^^^"|||
2639|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Spanien; Achtasien; Grazien; Spasmen; Sichtasien; Spaßen; Spurasien; Späßen; Schubasien; Spaßigen; Spaßasien; Schlesien; Spaßten; Gipsasien; Spaniens; Ganzen; Schuhasien; Spanier; Späten; Echoasien
Schpasien
^^^^^^^^^"|||
2640|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: um er; über; umher; Sumer; unär; Ömer; der; er; oder; um; aber; mehr; unter; hier; immer; vier; eher; her; außer; per
umer
^^^^"|||
2641|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: mau; maure; maue; mauer; auf; aus; war; zur; man; mehr; nur; Jahr; Bau; dar; kaum; Haus; Paul; Raum; gar; laut
maur
^^^^"|||
2642|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: bald; blau; plan; platt; blöd; brät; brat; Flat; lad; trat; Platz; galt; lag; Bad; klar; laut; Wald; bat; paar
blad
^^^^"|||
2643|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: weckend; wecken; wütend; wickelt; nickend; deckend; packend; hockend; wackelt; backend; bockend; bückend; duckend; fickend; fügend; guckend; hackend; juckend; kackend; kickend
wükend
^^^^^^"|||
2644|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Vorzeichen; Rotzeichen; vorzeigen; Boom-eichen; Tonzeichen; Dom-eichen; Atomzeichen; groß-eichen; Formzeichen; Hörzeichen; Notzeichen; Vorzeigen; gutseigen; rumzeigen
komzeichen
^^^^^^^^^^"|||
2645|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rennen; rännen; kennen; nennen; reinen; rechnen; trennen; benennen; ebenen; ernennen; brennen; rezenten; genesen; regnen; Hennen; redeten; redenden; renalen; Mäzenen; reineren
renenen
^^^^^^^"|||
2646|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Ren; den; rein; gen; reg; rät; wen; Yen; red; ran; säen; renn; Ben; Gen; Iren; Ken; Säen; Uren; Zen; ree
ren
^^^"|||
2647|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gefällt; gefehlt; gipfelt; gefegt; gefeit; gefeilt; gefielt; gegelt; gepfeilt; gepfählt; kegelt; täfelt; gewählt; gefärbt; gelegt; gezählt; gefolgt; geteilt; Umfeld; gefüllt
gefelt
^^^^^^"|||
2648|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: er zahlt; erzählt; bestahlt; erzählte; zahlt; erwählt; erzähle; erzähl; erzählst; erzähls; erwähnt; erhält; gezählt; erfährt; erzielt; bezahlt; ernährt; erzählen; gezahlt; erzählten
erzahlt
^^^^^^^"|||
2649|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wandten; sandten; rankten; rannten; ranzten; hatten; fanden; hätten; wandte; retten; landen; nannten; runden; sandte; Bänden; Händen; brannten; kannten; landeten; Gatten
rantten
^^^^^^^"|||
2650|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: klitschnass; pitschnass
plietschnass
^^^^^^^^^^^^"|||
2651|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Spazieren; Spanien; Spaßigen; Spaniern; Späteren; Satiren; Sparen; Sparren; Spaziert; Saphiren; Spasmen; Späßen; Spaziere; Spalieren; Spazierend; Spazierten; Spastiken; Spaßen; Spaßige
Spasiren
^^^^^^^^"|||
2652||||
2653|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ausgesucht; ausgebucht; ausgeruht; ausgerückt; ausgeraucht; ausgefugt; ausgelegt; aufgesucht; ausgemacht; ausgebracht; ausgereicht; ausgesagt; ausgesuchte; aufgeregt; aufgerückt; ausgedacht; ausgedruckt; ausgelacht; ausgekocht; Fußgeruch
ausgerucht
^^^^^^^^^^"|||
2654|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: schnelle; schelle; schnalle; gelle; schalle; schölle; schnell; schnellen; schneller; gelbe; schmale; schnelles; gelte; schwule; schnellem; Scholle; grelle; schrille; schulte; schnellt
schnlle
^^^^^^^"|||
2655|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: schnelle; sexuelle; reelle; segelte; Gefälle; serielle; stelle; Geselle; senile; schelle; Gebelle; beneble; geselle; segele; säbele; säbelte; Pedelle
senelle
^^^^^^^"|||
2656|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gespurte; gespürte; gespürt; gespuckt; bespucke; gesparte; gespuckte; gespulte; gespurt; gespurtem; gespurten; gespurter; gespurtes; gespurtet; gespülte; gespürtem; gespürten; gespürter; gespürtes; verbürge
gespurge
^^^^^^^^"|||
2657||||
2658|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gekaut; knockout; checkst; checkt; gebaut; gekauft; deckt; gekürt; gezeugt; weckt; Beckum; geklaut; Rekrut; leckt; eckt; guckst; guckt; heckt; keck; kecken
geckut
^^^^^^"|||
2659|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: und; unkt; unter; Ende; rund; uns; unten; Gott; litt; Bund; Funde; runde; Andy; Bett; Fund; Hund; Hunde; Mund; lädt; Jutta
undd
^^^^"|||
2660|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gegen; wegen; gehen; legen; regen; rächen; Bächen; Degen; Segen; kochen; lägen; hegen; fegen; sägen; Mägen; kecken; rechen; kegeln; wägen; zechen
gechen
^^^^^^"|||
2661|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nur; fuhr; Ruhr; führ; rühr; für; zur; mehr; Jahr; ihr; sehr; führt; nahm; nun; nahe; neuer; Uhr; näher; wahr; nah
nuhr
^^^^"|||
2662|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: hier; hinter; wider; Liter; heiter; Eider; Zither; hader; Eiter; Lider; Lyder; Titer; einer; unter; ihrer; vier; weiter; Meter; Titel; Vater
hiter
^^^^^"|||
2663|"Offset 0, length 13, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Sechrosenblat
^^^^^^^^^^^^^"|||
2664|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: schnell; schöne; schönen; schöner; schönes; schonen; schönem; gönnen; scannen; zehntel; schone; scheel; gabel; gängel; gönne; scanne; schofel; Channel
schnnel
^^^^^^^"|||
2665|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: tat; das; hat; da; dar; Bad; Rat; bat; tot; ad; dato; tut; rät; täte; sät; Kat; Rad; Tat; fad
tad
^^^"|||
2666|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: End-; Und; Ende; Mund-; Andy; Rund-; Udo; Wund-; Unna; Unix; Ante; UStG; Unze; Unter; Anti; Untat; Rund; Akt-; Uns; Alt-
Und-
^^^^"|||
2667|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: zurück; Druck; zuck; Struck; Truck; druck; spuck; zück
züruck
^^^^^^"|||
2668|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: er; erb-; erd-; erz-; der; ein; es; erst; Art; Ort; Werk; her; pro; Berg; ehe; elf; eng; per; Bern; wer
er-
^^^"|||
2669|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Arsch-; arsch-; fisch-; frisch-; frosch-; fuchs-; fragt; frisch; frische; fügt; forscht; vage; ergo; frech; freche; Arsch; fegt; füge; fischt; forsch
frsch-
^^^^^^"|||
2670|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Stücken; Stecken; Stegen; Stocken; Stöcken; Sticken; Stehen; Stärken; Stücke; Steven; Stechen; Stückes; Siegen; Stecker; Steckten; Stelen; Steten; Stege; Stäben; Stöcke
Steken
^^^^^^"|||
2671|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Sprint; Springt; Sprengt; Sprengte; Seriengut; Sprießt; Spreng; Spring; Springe; Strengt; Sprenge; Abringt; Sprangt; Sprengst; Springst; Springts
Spriengt
^^^^^^^^"|||
2672||||
2673|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: auch; Bauch-; Buch-; Couch-; Rauch-; Such-; Tauch-; Tuch-; Zug-; bauch-; buch-; couch-; rauch-; such-; tauch-; tuch-; zug-; äuge; äugt; acht
auch-
^^^^^"|||
2674|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ganze; kante; kantre; ganz; ganzen; wandte; Bands; Bände; Hände; Rande; ganzes; kannte; sandte; Lande; Sätze; Tante; Wände; ganzer; kalte; Kante
gantze
^^^^^^"|||
2675|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Reis; reiß; reiz; Kreis; rein; weiß; reist; heiß; Reiz; reißt; preis; reizt; remis; Greis; Geiz; weis; Geiß; reit; Beys; Breis
reis
^^^^"|||
2676|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: dahockt; jährst; jährt; Markt; fährt; Fahrt; währt; nährt; wahrt; jährte; parkt; jährig; bahrst; bahrt; dahocke; dahockst; dahockte; fahrt; fährst; harkt
jahrkt
^^^^^^"|||
2677|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Plastik; Blasig; Bloßlag; Bröcklig; Bröselig
Plözlig
^^^^^^^"|||
2678|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: dient; wiegt; viert; weint; wend; wiest; sind; wie; wird; liegt; vier; wenn; viele; Wien; diente; hielt; sieht; viel; weist; wirkt
wiend
^^^^^"|||
2679|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: käse; käsig; käsige; käste; sie; ganze; Basis; Marie; Masse; Maße; mäßig; Gäste; Nase; Nazis; Rasse; gäbe; kalte; lasse; Gase; Gasse
gasie
^^^^^"|||
2680|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Sparziel; Sparziele; Sparzielen; Sparziels
schbarziehn
^^^^^^^^^^^"|||
2681|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: irgendwas
egendwas
^^^^^^^^"|||
2682|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: an; kann; man; gab; kam; ganz; van; San; gar; Jan; gen; gang; ran; kau; gäb; Dan; Fan; Pan; gähn; Ian
gan
^^^"|||
2683|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: los; lose; log; lost; Flohs; Los; Pos; von; so; vom; vor; wo; ließ; zog; Sohn; Tod; hohe; wohl; Höhe; John
lohs
^^^^"|||
2684|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: weg; weich; weht; welch; weh; wehe; welk; weck; wehr; wähl; mehr; sehr; wenn; geht; weil; welche; Werk; weit; wenig; wohl
wehg
^^^^"|||
2685|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sind; seht; saht; sich; sie; wird; seit; gibt; ihm; ihn; ihr; sehr; geht; gilt; acht; sah; siehe; sieht; zehn; Bild
sihd
^^^^"|||
2686|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Maul; Mach; Maus; Mau; Maut; Maue; Muh; Mäh; Auch; Auf; Aus; Nach; Mai; Man; März; Bau; Kaum; Macht; Sah; Haus
Mauh
^^^^"|||
2687|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Sprint; springt; Sprints; Sprit; spring; Splint; Spring; sprinte; geriet; scheint; spricht; gering; sprang; Sprung; sprich; spannt; speist; Sprinter; sprengt; geeint
schprint
^^^^^^^^"|||
2688|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: anderer; innerer; interner; unterer; andere; anderem; anderen; inneren; unteren; anderes; innere; unserer; untere; interne; internen; hinterher; intern; Ruderer; inneres; internes
inderher
^^^^^^^^"|||
2689|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: jungt; junge; sucht; Punkt; Bucht; jung; fügt; Zucht; jagt; just; jüngst; Wucht; lügt; rügt; funkt; lugt; Sucht; bucht; bukt; bükt
jugt
^^^^"|||
2690|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: darüber; tauber; darunter; Räuber; sauber; vorüber; worüber; Gruber; Zauber; derber; herüber; taube; tauben; Färber; drüber; trüber; taubem; taubes; Graubär; darbe
daruber
^^^^^^^"|||
