original|corrected|filename|freq_ori|freq_cor|freq_tup
ausgeruchnd|ausgerutscht|03-197-3-I-Frosch.csv|1|9|1
dass|das|03-197-3-I-Frosch.csv|118|1817|48
gestregnd|gestreckt|03-197-3-I-Frosch.csv|1|2|1
nichnd|nicht|03-197-3-I-Frosch.csv|1|1177|1
uun|und|03-197-3-I-Frosch.csv|1|9827|1
hapen|haben|03-197-3-I-Frosch.csv|1|485|1
ausgelachnd|ausgelacht|03-197-3-I-Frosch.csv|2|5|2
faser|Wasser|03-197-3-I-Frosch.csv|1|75|1
verlirt|verliert|03-200-3-I-Frosch.csv|1|12|1
schnüwelt|schnüffelt|03-200-3-I-Frosch.csv|1|7|1
Frasch|Frosch|03-200-3-I-Frosch.csv|1|457|1
einfch-|einfach|03-200-3-I-Frosch.csv|1|60|1
streckt|streckt|03-200-3-I-Frosch.csv|7|10|7
Körper|Körper|03-200-3-I-Frosch.csv|1|2|1
stopen|stoppen|03-200-3-I-Frosch.csv|4|5|3
sauer|sauer|03-200-3-I-Frosch.csv|24|26|24
schrbrigt|springt|03-203-3-I-Frosch.csv|2|224|2
wegleift|wegläuft|03-206-3-I-Frosch.csv|1|2|1
sPasieren|spazieren|03-206-3-I-Frosch.csv|1|146|1
sPninkt|springt|03-206-3-I-Frosch.csv|1|224|1
ausgeacht|ausgelacht|03-206-3-I-Frosch.csv|1|5|1
schöner|schöner|03-207-3-I-Frosch.csv|17|22|17
Schbasin|spazieren|03-207-3-I-Frosch.csv|1|146|1
Plöslich|Plötzlich|03-207-3-I-Frosch.csv|1|384|1
inn|ihn|03-207-3-I-Frosch.csv|4|663|3
Ferfolkt|verfolgt|03-207-3-I-Frosch.csv|1|4|1
Tier|Tier|03-207-3-I-Frosch.csv|5|5|4
Ties|Tier|03-207-3-I-Frosch.csv|1|5|1
plischnass|plitschnass|03-207-3-I-Frosch.csv|1|6|1
Gassi|Gassi|03-210-3-I-Frosch.csv|4|28|4
gezoggen|gezogen|03-210-3-I-Frosch.csv|1|17|1
gechprungen|gesprungen|03-210-3-I-Frosch.csv|1|56|1
Zuletzt|Zuletzt|03-210-3-I-Frosch.csv|4|5|4
Spasirgan|Spaziergang|03-211-3-I-Frosch.csv|1|10|1
schnela|schneller|03-211-3-I-Frosch.csv|2|33|2
ferfolgen|verfolgen|03-211-3-I-Frosch.csv|1|4|1
schnelar|schneller|03-211-3-I-Frosch.csv|1|33|1
hinterbeinwe|Hinterbeine|03-211-3-I-Frosch.csv|1|1|1
ferfolgt|verfolgt|03-211-3-I-Frosch.csv|1|4|1
sprink|spring|03-211-3-I-Frosch.csv|1|12|1
ebensfals|ebenfalls|03-211-3-I-Frosch.csv|1|4|1
serosenblat|Seerosenblatt|03-211-3-I-Frosch.csv|1|6|1
nasen|nassen|03-211-3-I-Frosch.csv|2|1|1
Gsiise|Gassi|03-218-3-I-Frosch.csv|1|28|1
rennet|rennt|03-218-3-I-Frosch.csv|1|314|1
inen|hin|03-218-3-I-Frosch.csv|8|174|2
Fröch|Frosch|03-218-3-I-Frosch.csv|1|457|1
gesperugen|gesprungen|03-218-3-I-Frosch.csv|1|56|1
aufzuhalten|aufzuhalten|03-218-3-I-Frosch.csv|4|5|4
spint|springt|03-218-3-I-Frosch.csv|2|224|2
Uder|über|03-218-3-I-Frosch.csv|1|224|1
Mumer|Mauer|03-218-3-I-Frosch.csv|1|222|1
niss|nass|03-218-3-I-Frosch.csv|1|63|1
geworen|geworden|03-218-3-I-Frosch.csv|1|38|1
Fröchen|Frosch|03-218-3-I-Frosch.csv|1|457|1
Glüch|Glück|03-218-3-I-Frosch.csv|1|58|1
unglüch|Unglück|03-218-3-I-Frosch.csv|1|16|1
endeckt|entdeckt|03-220-3-I-Frosch.csv|3|13|3
Gras|Gras|03-220-3-I-Frosch.csv|3|5|3
zürüg|zurück|03-220-3-I-Frosch.csv|1|133|1
sofot|sofort|03-220-3-I-Frosch.csv|2|128|2
hieher|hierher|03-220-3-I-Frosch.csv|1|6|1
hienter|hinter|03-220-3-I-Frosch.csv|4|162|4
hupft|hüpft|03-220-3-I-Frosch.csv|4|31|4
spatzirn|spazieren|03-224-3-I-Frosch.csv|3|146|3
wier|wir|03-224-3-I-Frosch.csv|12|127|12
einenen|einen|03-224-3-I-Frosch.csv|2|775|2
Fröschlie|Fröschlie|03-224-3-I-Frosch.csv|1|1|1
spinkt|springt|03-224-3-I-Frosch.csv|4|224|4
sprigt|springt|03-224-3-I-Frosch.csv|2|224|2
seerosenblat|Seerosenblatt|03-224-3-I-Frosch.csv|1|6|1
mag|mag|03-224-3-I-Frosch.csv|7|8|7
trotdem|trotzdem|03-224-3-I-Frosch.csv|1|15|1
war|wahr|03-224-3-I-Frosch.csv|1702|2|1
genen|gehen|03-226-3-I-Frosch.csv|1|377|1
irgentwas|irgendwas|03-226-3-I-Frosch.csv|3|11|3
schtaunte|staunte|03-226-3-I-Frosch.csv|1|9|1
schprang|sprang|03-226-3-I-Frosch.csv|4|77|4
geschprugen|gesprungen|03-226-3-I-Frosch.csv|1|56|1
lossgelassen|losgelassen|03-227-3-I-Frosch.csv|1|36|1
rutch|rutsch|03-229-3-I-Frosch.csv|1|2|1
pringt|springt|03-229-3-I-Frosch.csv|1|224|1
See|See|03-229-3-I-Frosch.csv|6|9|6
meinte|meinte|03-230-3-I-Frosch.csv|13|14|13
wiesen|wissen|03-230-3-I-Frosch.csv|9|27|9
war|wir|03-230-3-I-Frosch.csv|1702|127|2
wieso|wieso|03-230-3-I-Frosch.csv|25|30|22
schnufelte|schnüffelte|03-230-3-I-Frosch.csv|1|5|1
grünes|Grünes|03-230-3-I-Frosch.csv|2|1|1
wiese|Wiese|03-230-3-I-Frosch.csv|2|16|2
grünen|grünen|03-230-3-I-Frosch.csv|2|4|2
ding|Ding|03-230-3-I-Frosch.csv|9|12|5
hinterhir|hinterher|03-230-3-I-Frosch.csv|1|208|1
plasch|platsch|03-230-3-I-Frosch.csv|1|3|1
minte|meinte|03-230-3-I-Frosch.csv|1|14|1
weiso|wieso|03-230-3-I-Frosch.csv|1|30|1
gehrant|gerannt|03-230-3-I-Frosch.csv|3|63|3
gassi|Gassi|03-231-3-I-Frosch.csv|5|28|5
schnüffelt|schnüffelt|03-231-3-I-Frosch.csv|2|7|2
fliehn|fliehen|03-231-3-I-Frosch.csv|1|1|1
gaßi|Gassi|03-232-3-I-Frosch.csv|1|28|1
Belt|bellt|03-232-3-I-Frosch.csv|20|256|20
bazierz|passierts|03-232-3-I-Frosch.csv|1|1|1
gerutcht|gerutscht|03-232-3-I-Frosch.csv|1|6|1
Folgt|folgt|03-232-3-I-Frosch.csv|1|10|1
Forosch|Frosch|03-232-3-I-Frosch.csv|1|457|1
plidchnass|pitschnass|03-232-3-I-Frosch.csv|1|3|1
munter|munter|03-232-3-I-Frosch.csv|4|4|4
Spacieren|spazieren|03-234-3-I-Frosch.csv|1|146|1
Kraft|Kraft|03-234-3-I-Frosch.csv|1|5|1
gehüpft|gehüpft|03-234-3-I-Frosch.csv|1|4|1
sicht|sitzt|03-234-3-I-Frosch.csv|4|144|2
ers|er|03-234-3-I-Frosch.csv|3|1625|2
spasieren|spazieren|03-236-3-I-Frosch.csv|4|146|4
ergan|ärgern|03-236-3-I-Frosch.csv|1|2|1
Schpringt|springt|03-236-3-I-Frosch.csv|1|224|1
dahin|dahin|03-236-3-I-Frosch.csv|12|14|12
darhin|dahin|03-236-3-I-Frosch.csv|1|14|1
set|seht|03-237-3-I-Frosch.csv|8|8|1
an|ein|03-241-3-I-Frosch.csv|1415|2154|1
Fusch|Frosch|03-241-3-I-Frosch.csv|2|457|2
Spnt|Springt|03-241-3-I-Frosch.csv|1|1|1
üBr|über|03-241-3-I-Frosch.csv|1|224|1
Dr|der|03-241-3-I-Frosch.csv|1|3049|1
spasien|spazieren|03-246-3-I-Frosch.csv|1|146|1
Jagt|jagt|03-246-3-I-Frosch.csv|3|15|3
endwicht|entwischt|03-246-3-I-Frosch.csv|1|2|1
schtet|steht|03-246-3-I-Frosch.csv|2|114|2
erschoft|erschöpft|03-246-3-I-Frosch.csv|1|13|1
flizt|flitzt|03-249-3-I-Frosch.csv|1|2|1
Schpinkt|springt|03-249-3-I-Frosch.csv|1|224|1
Kinde|Kinder|03-249-3-I-Frosch.csv|1|69|1
Rent|rennt|03-249-3-I-Frosch.csv|6|314|6
Finden|finden|03-249-3-I-Frosch.csv|2|26|2
seerosenBlate|Seerosenblatt|03-249-3-I-Frosch.csv|1|6|1
Jargt|jagt|03-253-3-I-Frosch.csv|1|15|1
raw|war|03-253-3-I-Frosch.csv|1|1815|1
Gerand|gerannt|03-253-3-I-Frosch.csv|2|63|2
saiel|Seil|03-253-3-I-Frosch.csv|1|605|1
eien|einen|03-253-3-I-Frosch.csv|2|775|1
Gefunden|gefunden|03-253-3-I-Frosch.csv|2|414|2
Spring|spring|03-253-3-I-Frosch.csv|1|12|1
unde|und|03-253-3-I-Frosch.csv|3|9827|3
wasa|Wasser|03-253-3-I-Frosch.csv|1|75|1
geplust|geplumpst|03-253-3-I-Frosch.csv|1|1|1
Gerlacht|gelacht|03-253-3-I-Frosch.csv|1|45|1
jakt|jagt|03-261-3-I-Frosch.csv|2|15|2
geschprongen|gesprungen|03-261-3-I-Frosch.csv|1|56|1
schneler|schneller|03-265-3-I-Frosch.csv|11|33|11
ihrgentein|irgendein|03-265-3-I-Frosch.csv|1|1|1
wehgehgetan|wehgetan|03-265-3-I-Frosch.csv|1|20|1
gehsehen|gesehen|03-265-3-I-Frosch.csv|14|267|14
hinterheher|hinterher|03-265-3-I-Frosch.csv|1|208|1
gehrannt|gerannt|03-265-3-I-Frosch.csv|1|63|1
sprienk|spring|03-265-3-I-Frosch.csv|1|12|1
wehk|weg|03-268-3-I-Frosch.csv|2|553|2
Hundespielplatz|Hundespielplatz|03-268-3-I-Frosch.csv|1|1|1
im|um|03-268-3-I-Frosch.csv|544|187|1
Uhr|Uhr|03-268-3-I-Frosch.csv|20|24|20
richt|riecht|03-268-3-I-Frosch.csv|9|11|8
Fros|Frosch|03-268-3-I-Frosch.csv|6|457|6
sprienkt|springt|03-268-3-I-Frosch.csv|1|224|1
spaciren|spazieren|03-270-3-I-Frosch.csv|2|146|2
Erst|Erst|03-270-3-I-Frosch.csv|6|6|6
ruhig|ruhig|03-270-3-I-Frosch.csv|5|10|5
farückt|verrückt|03-270-3-I-Frosch.csv|1|11|1
pasiren|passieren|03-270-3-I-Frosch.csv|2|21|2
saß|saß|03-270-3-I-Frosch.csv|74|134|74
jaulend|jaulend|03-270-3-I-Frosch.csv|1|1|1
grinsend|grinsend|03-270-3-I-Frosch.csv|1|1|1
enen|einen|03-270-3-I-Frosch.csv|2|775|2
Seerosenbatt|Seerosenblatt|03-270-3-I-Frosch.csv|1|6|1
lagen|lagen|03-270-3-I-Frosch.csv|5|5|5
lachend|lachend|03-270-3-I-Frosch.csv|2|3|2
erzelten|erzählten|03-270-3-I-Frosch.csv|1|1|1
Eltern|Eltern|03-270-3-I-Frosch.csv|13|15|13
ziht|zieht|03-274-3-I-Frosch.csv|13|100|13
lost,läst|loslässt|03-274-3-I-Frosch.csv|1|1|1
bleit|bleibt|03-274-3-I-Frosch.csv|1|18|1
Jahrck|jag|03-274-3-I-Frosch.csv|1|1|1
Flus|Fluss|03-274-3-I-Frosch.csv|3|6|3
Laine|Leine|03-275-3-I-Frosch.csv|2|106|2
schreit|schreit|03-275-3-I-Frosch.csv|28|30|28
Koum|Komm|03-275-3-I-Frosch.csv|1|25|1
herchen|Herrchen|03-275-3-I-Frosch.csv|1|2|1
spilt|spielt|03-275-3-I-Frosch.csv|4|13|4
umd|und|03-275-3-I-Frosch.csv|1|9827|1
hinta|hinter|03-275-3-I-Frosch.csv|5|162|5
gewoten|geworden|03-275-3-I-Frosch.csv|1|38|1
lahen|lachen|03-275-3-I-Frosch.csv|3|125|3
ructe|rutschte|03-277-3-I-Frosch.csv|1|10|1
Henden|Händen|03-277-3-I-Frosch.csv|1|6|1
farükten|Verrückten|03-277-3-I-Frosch.csv|1|1|1
om|um|03-277-3-I-Frosch.csv|1|187|1
aufzufangen|aufzufangen|03-277-3-I-Frosch.csv|5|5|5
schaf=en|schaffen|03-277-3-I-Frosch.csv|1|2|1
pice|pitsche|03-277-3-I-Frosch.csv|1|1|1
pace|patsche|03-277-3-I-Frosch.csv|1|1|1
farükt|verrückt|03-277-3-I-Frosch.csv|1|11|1
roschte|rutschte|03-279-3-I-Frosch.csv|1|10|1
rast|rast|03-279-3-I-Frosch.csv|8|9|8
Hinterher|hinterher|03-279-3-I-Frosch.csv|2|208|1
lantete|landete|03-279-3-I-Frosch.csv|1|8|1
landete|landete|03-279-3-I-Frosch.csv|5|8|5
Lachten|lachten|03-279-3-I-Frosch.csv|8|43|8
schpaziren|spazieren|03-281-3-I-Frosch.csv|1|146|1
wecKlaufen|weglaufen|03-281-3-I-Frosch.csv|1|4|1
abar|aber|03-281-3-I-Frosch.csv|1|879|1
wecKgelaufen|weggelaufen|03-281-3-I-Frosch.csv|1|81|1
Komzeischen|Kommzeichen|03-281-3-I-Frosch.csv|1|4|1
abdr|aber|03-281-3-I-Frosch.csv|1|879|1
Komen|kommen|03-281-3-I-Frosch.csv|2|90|2
loh|Loch|03-281-3-I-Frosch.csv|1|19|1
laht|lacht|03-281-3-I-Frosch.csv|2|78|2
schprinKt|springt|03-281-3-I-Frosch.csv|1|224|1
weita|weiter|03-281-3-I-Frosch.csv|1|193|1
schpinKt|springt|03-281-3-I-Frosch.csv|1|224|1
uba|über|03-281-3-I-Frosch.csv|1|224|1
Mauar|Mauer|03-281-3-I-Frosch.csv|2|222|2
schprinK|spring|03-281-3-I-Frosch.csv|1|12|1
ubar|über|03-281-3-I-Frosch.csv|1|224|1
gluKlich|glücklich|03-281-3-I-Frosch.csv|2|423|2
Abar|Aber|03-281-3-I-Frosch.csv|1|341|1
hinteher|hinterher|03-284-3-I-Frosch.csv|6|208|6
Spielplatz|Spielplatz|03-285-3-I-Frosch.csv|3|3|3
komm|Komm|03-285-3-I-Frosch.csv|97|25|5
doch|Doch|03-285-3-I-Frosch.csv|147|115|2
hort|hört|03-285-3-I-Frosch.csv|5|74|5
gehgahngen|gegangen|03-286-3-I-Frosch.csv|1|256|1
hinte|hinter|03-286-3-I-Frosch.csv|4|162|4
einmall|einmal|03-288-3-I-Frosch.csv|19|375|19
gezogen|gezogen|03-289-3-I-Frosch.csv|12|17|12
hinterhergerant|hinterhergerannt|03-289-3-I-Frosch.csv|2|3|2
Alle|Alle|03-289-3-I-Frosch.csv|48|48|39
erschöpft|erschöpft|03-290-3-I-Frosch.csv|11|13|11
cher|her|03-290-3-I-Frosch.csv|2|128|2
hihrher|hierher|03-290-3-I-Frosch.csv|1|6|1
sicht|sieht|03-290-3-I-Frosch.csv|4|274|1
hüpf|hüpf|03-290-3-I-Frosch.csv|1|1|1
schpite|Schritte|03-290-3-I-Frosch.csv|1|7|1
logt|legt|03-290-3-I-Frosch.csv|1|45|1
Fus|Fuß|03-290-3-I-Frosch.csv|3|19|3
Kurwe|Kurve|03-290-3-I-Frosch.csv|1|4|1
Dan|dann|03-290-3-I-Frosch.csv|188|1379|3
hübpft|hüpft|03-290-3-I-Frosch.csv|2|31|2
glüchklich|glücklich|03-290-3-I-Frosch.csv|1|423|1
end|end|03-290-3-I-Frosch.csv|7|7|7
zieht|zieht|03-291-3-I-Frosch.csv|37|100|37
feste|feste|03-291-3-I-Frosch.csv|2|2|2
denkt|denkt|03-291-3-I-Frosch.csv|73|84|73
erschrocken|erschrocken|03-291-3-I-Frosch.csv|88|127|88
hierher|hierher|03-291-3-I-Frosch.csv|1|6|1
fungzuniert|funktioniert|03-291-3-I-Frosch.csv|1|4|1
sieh|sieht|03-291-3-I-Frosch.csv|13|274|1
gekriegt|gekriegt|03-291-3-I-Frosch.csv|1|16|1
wütent|wütend|03-291-3-I-Frosch.csv|4|16|4
Jezt|jetzt|03-291-3-I-Frosch.csv|14|263|5
schwebt|schwebt|03-291-3-I-Frosch.csv|1|1|1
luft|Luft|03-291-3-I-Frosch.csv|6|19|5
Hinter|Hinter|03-291-3-I-Frosch.csv|6|5|5
see|See|03-291-3-I-Frosch.csv|4|9|3
plitchnass|klitschnass|03-291-3-I-Frosch.csv|1|2|1
englich|endlich|03-291-3-I-Frosch.csv|4|42|3
eingefannen|eingefangen|03-291-3-I-Frosch.csv|1|2|1
losGelassen|losgelassen|03-294-3-I-Frosch.csv|1|36|1
merkt|merkt|03-294-3-I-Frosch.csv|28|44|28
nichts|nichts|03-294-3-I-Frosch.csv|50|74|49
bruke|Brücke|03-294-3-I-Frosch.csv|1|2|1
GesprunG|gesprungen|03-294-3-I-Frosch.csv|1|56|1
sprun|Sprung|03-294-3-I-Frosch.csv|1|1|1
staunen|staunen|03-294-3-I-Frosch.csv|4|3|3
anGekommen|angekommen|03-294-3-I-Frosch.csv|2|60|2
trauriG|traurig|03-294-3-I-Frosch.csv|1|457|1
ausruhen|ausruhen|03-294-3-I-Frosch.csv|1|1|1
spukt|spuckt|03-294-3-I-Frosch.csv|1|1|1
Dachte|dachte|03-294-3-I-Frosch.csv|7|106|5
Kein|kein|03-294-3-I-Frosch.csv|7|56|5
sonder|sondern|03-294-3-I-Frosch.csv|4|18|4
Fluss|Fluss|03-294-3-I-Frosch.csv|1|6|1
voller|voller|03-294-3-I-Frosch.csv|9|16|9
Frosche|Frösche|03-294-3-I-Frosch.csv|1|1|1
schief|schief|03-294-3-I-Frosch.csv|5|9|5
pahg|Park|03-299-3-I-Frosch.csv|1|75|1
springd|springt|03-299-3-I-Frosch.csv|1|224|1
glüg|Glück|03-299-3-I-Frosch.csv|2|58|2
gehabd|gehabt|03-299-3-I-Frosch.csv|1|17|1
wiso|Wieso|03-307-3-I-Frosch.csv|9|13|2
erwischen|erwischen|03-307-3-I-Frosch.csv|2|3|2
schnupert|schnuppert|03-307-3-I-Frosch.csv|2|3|2
etlang|entlang|03-307-3-I-Frosch.csv|1|4|1
schauen|schauen|03-307-3-I-Frosch.csv|7|6|6
hinunter|hinunter|03-307-3-I-Frosch.csv|11|12|11
klitschnass|klitschnass|03-307-3-I-Frosch.csv|1|2|1
Seerose|Seerose|03-307-3-I-Frosch.csv|1|5|1
lif|lief|03-310-3-I-Frosch.csv|5|56|5
spatzihren|spazieren|03-310-3-I-Frosch.csv|1|146|1
schönes|schönes|03-310-3-I-Frosch.csv|11|11|9
weter|Wetter|03-310-3-I-Frosch.csv|1|1|1
meer|mehr|03-310-3-I-Frosch.csv|6|240|6
soo|soo|03-310-3-I-Frosch.csv|7|7|7
Ganz|ganz|03-310-3-I-Frosch.csv|9|363|2
lande|lande|03-310-3-I-Frosch.csv|1|1|1
fas|was|03-313-3-I-Frosch.csv|3|458|2
keroren|gerochen|03-313-3-I-Frosch.csv|1|22|1
loskelasen|losgelassen|03-313-3-I-Frosch.csv|1|36|1
kessen|gesehen|03-313-3-I-Frosch.csv|1|267|1
Loift|läuft|03-313-3-I-Frosch.csv|1|86|1
inteEea|hinterher|03-313-3-I-Frosch.csv|1|208|1
Sprinkt|springt|03-313-3-I-Frosch.csv|1|224|1
einnen|einen|03-313-3-I-Frosch.csv|1|775|1
Stain|Stein|03-313-3-I-Frosch.csv|1|35|1
kefloken|geflogen|03-313-3-I-Frosch.csv|1|15|1
ferlir|verlier|03-316-3-I-Frosch.csv|1|5|1
nanu|nanu|03-316-3-I-Frosch.csv|1|1|1
reingespungen|reingesprungen|03-316-3-I-Frosch.csv|1|1|1
serosenblatt|Seerosenblatt|03-316-3-I-Frosch.csv|1|6|1
gelanet|gelandet|03-316-3-I-Frosch.csv|1|15|1
red|rennt|03-317-3-I-Frosch.csv|3|314|3
Lastt|lasst|03-317-3-I-Frosch.csv|1|35|1
folkt|folgt|03-317-3-I-Frosch.csv|3|10|3
schprikt|springt|03-317-3-I-Frosch.csv|1|224|1
recht|recht|03-317-3-I-Frosch.csv|4|3|3
schprik|spring|03-317-3-I-Frosch.csv|1|12|1
werd|wird|03-317-3-I-Frosch.csv|3|100|1
picenas|pitschnass|03-317-3-I-Frosch.csv|1|3|1
wegerant|weggerannt|03-322-3-I-Frosch.csv|1|14|1
spriengen|springen|03-322-3-I-Frosch.csv|1|12|1
inst|ins|03-322-3-I-Frosch.csv|1|175|1
warsa|Wasser|03-322-3-I-Frosch.csv|1|75|1
spaziere|spaziere|03-324-3-I-Frosch.csv|1|1|1
gechochen|gerochen|03-324-3-I-Frosch.csv|1|22|1
clipe|Klippe|03-324-3-I-Frosch.csv|1|1|1
gehüft|gehüpft|03-324-3-I-Frosch.csv|1|4|1
sparzieren|spazieren|03-327-3-I-Frosch.csv|2|146|2
foler|voller|03-327-3-I-Frosch.csv|4|16|4
kraft|Kraft|03-327-3-I-Frosch.csv|4|5|4
spriengt|springt|03-327-3-I-Frosch.csv|2|224|2
fasucht|versucht|03-328-3-I-Frosch.csv|2|71|2
aufsuhalten|aufzuhalten|03-328-3-I-Frosch.csv|1|5|1
Tim|Tim|03-329-3-I-Frosch.csv|16|16|16
wind|Wind|03-329-3-I-Frosch.csv|1|2|1
mind|Mund|03-329-3-I-Frosch.csv|1|25|1
hahf|auf|03-329-3-I-Frosch.csv|1|2264|1
Seil|Seil|03-329-3-I-Frosch.csv|461|605|461
haltan|halten|03-329-3-I-Frosch.csv|1|81|1
hey|hey|03-329-3-I-Frosch.csv|5|6|5
hleih|bleib|03-329-3-I-Frosch.csv|1|9|1
stehen|stehen|03-329-3-I-Frosch.csv|33|49|32
waiter|weiter|03-329-3-I-Frosch.csv|1|193|1
wah|war|03-329-3-I-Frosch.csv|2|1815|2
huhfde|hüpfte|03-329-3-I-Frosch.csv|1|7|1
herrunder|herunter|03-329-3-I-Frosch.csv|2|12|2
dens|den|03-329-3-I-Frosch.csv|1|2389|1
auck|auch|03-329-3-I-Frosch.csv|2|610|2
hinser|hinter|03-329-3-I-Frosch.csv|1|162|1
gligluh|glücklich|03-329-3-I-Frosch.csv|1|423|1
shperigt|springt|03-329-3-I-Frosch.csv|1|224|1
dennn|den|03-329-3-I-Frosch.csv|1|2389|1
dahnn|dann|03-329-3-I-Frosch.csv|1|1379|1
Frossteug|Froschteich|03-329-3-I-Frosch.csv|1|2|1
dum|um|03-329-3-I-Frosch.csv|1|187|1
henrunter|herunter|03-329-3-I-Frosch.csv|1|12|1
nash|nass|03-329-3-I-Frosch.csv|1|63|1
wahl|weil|03-329-3-I-Frosch.csv|2|665|1
Freeschteig|Froschteich|03-329-3-I-Frosch.csv|1|2|1
nach|nass|03-329-3-I-Frosch.csv|567|63|1
warheen|waren|03-329-3-I-Frosch.csv|1|254|1
haluen|haben|03-329-3-I-Frosch.csv|1|485|1
eder|der|03-329-3-I-Frosch.csv|1|3049|1
wahh|war|03-329-3-I-Frosch.csv|1|1815|1
rrei|frei|03-329-3-I-Frosch.csv|1|1|1
wahr|war|03-332-3-I-Frosch.csv|52|1815|51
schtg|stark|03-332-3-I-Frosch.csv|1|6|1
mähr|mehr|03-332-3-I-Frosch.csv|1|240|1
hnterher|hinterher|03-332-3-I-Frosch.csv|1|208|1
traurch|traurig|03-332-3-I-Frosch.csv|1|457|1
SPaßirgang|Spaziergang|03-338-3-I-Frosch.csv|1|10|1
SPaßirn|spazieren|03-338-3-I-Frosch.csv|1|146|1
irgentwohin|irgendwohin|03-338-3-I-Frosch.csv|2|3|2
ergert|ärgert|03-338-3-I-Frosch.csv|2|2|2
gahn|kann|03-338-3-I-Frosch.csv|1|221|1
aha|aha|03-338-3-I-Frosch.csv|3|2|2
Frochjagt|Froschjagd|03-338-3-I-Frosch.csv|1|2|1
inter|hinter|03-338-3-I-Frosch.csv|2|162|2
sith|sieht|03-338-3-I-Frosch.csv|1|274|1
dase|dass|03-338-3-I-Frosch.csv|1|1086|1
Frochi|Froschi|03-338-3-I-Frosch.csv|1|1|1
abber|aber|03-338-3-I-Frosch.csv|2|879|2
En|Ende|03-338-3-I-Frosch.csv|1|241|1
rena|rennt|03-339-3-I-Frosch.csv|1|314|1
plötzli|plötzlich|03-339-3-I-Frosch.csv|1|198|1
Ach|Ach|03-339-3-I-Frosch.csv|25|31|25
Aber|aber|03-339-3-I-Frosch.csv|323|879|3
aufgerekt|aufgeregt|03-342-3-I-Frosch.csv|2|35|2
sogt|sagt|03-342-3-I-Frosch.csv|3|951|3
ober|aber|03-342-3-I-Frosch.csv|3|879|2
höt|hört|03-342-3-I-Frosch.csv|2|74|2
Lisa|Lisa|03-342-3-I-Frosch.csv|2|3|2
hundelein|Hundeleine|03-342-3-I-Frosch.csv|1|14|1
Luft|Luft|03-342-3-I-Frosch.csv|14|19|14
sprikt|springt|03-342-3-I-Frosch.csv|1|224|1
guken|gucken|03-342-3-I-Frosch.csv|1|15|1
nahs|nass|03-342-3-I-Frosch.csv|2|63|2
Teh|The|03-342-3-I-Frosch.csv|5|55|5
rutschich|rutschig|03-346-3-I-Frosch.csv|1|1|1
weg.gerant|weggerannt|03-346-3-I-Frosch.csv|1|14|1
hübft|hüpft|03-346-3-I-Frosch.csv|1|31|1
liegen|liegen|03-346-3-I-Frosch.csv|14|21|14
gefolgt|gefolgt|03-347-3-I-Frosch.csv|1|3|1
gesprungn|gesprungen|03-347-3-I-Frosch.csv|1|56|1
gehfalen|gefallen|03-347-3-I-Frosch.csv|1|94|1
don|dann|03-355-3-I-Frosch.csv|5|1379|4
chate|hatte|03-355-3-I-Frosch.csv|3|918|3
gechapt|gehabt|03-355-3-I-Frosch.csv|1|17|1
chenta|hinter|03-355-3-I-Frosch.csv|1|162|1
chergelaufen|hergelaufen|03-355-3-I-Frosch.csv|1|2|1
gesicht|Gesicht|03-355-3-I-Frosch.csv|13|35|13
iemm|ihm|03-355-3-I-Frosch.csv|1|148|1
gerufen|gerufen|03-355-3-I-Frosch.csv|16|16|16
Don|Dann|03-355-3-I-Frosch.csv|1|682|1
chienter|hinter|03-355-3-I-Frosch.csv|1|162|1
iem|ihm|03-355-3-I-Frosch.csv|1|148|1
chaben|haben|03-355-3-I-Frosch.csv|2|485|2
ien|ihn|03-355-3-I-Frosch.csv|2|663|1
niecht|nicht|03-355-3-I-Frosch.csv|3|1177|3
verutscht|verrutscht|03-360-3-I-Frosch.csv|1|1|1
gesprung|gesprungen|03-360-3-I-Frosch.csv|2|56|2
sum|zum|03-369-3-I-Frosch.csv|3|372|3
geRochen|gerochen|03-369-3-I-Frosch.csv|1|22|1
njgirk|neugierig|03-369-3-I-Frosch.csv|1|9|1
kewig|kräftig|03-369-3-I-Frosch.csv|1|5|1
Lajne|Leine|03-369-3-I-Frosch.csv|1|106|1
Hlten|halten|03-369-3-I-Frosch.csv|2|81|1
frusch|Frosch|03-369-3-I-Frosch.csv|1|457|1
interHer|hinterher|03-369-3-I-Frosch.csv|1|208|1
welte|wollte|03-369-3-I-Frosch.csv|1|470|1
verückte|verrückte|03-371-3-I-Frosch.csv|3|4|3
Mit|mit|03-371-3-I-Frosch.csv|13|1459|3
strahlt|strahlt|03-371-3-I-Frosch.csv|3|3|3
rasst|rast|03-371-3-I-Frosch.csv|1|9|1
wegfligt|wegfliegt|03-371-3-I-Frosch.csv|1|2|1
Natürlich|natürlich|03-371-3-I-Frosch.csv|15|45|5
wäre|wäre|03-371-3-I-Frosch.csv|8|21|8
Wiesse|Wiese|03-371-3-I-Frosch.csv|1|16|1
Rosenblatt|Rosenblatt|03-371-3-I-Frosch.csv|1|1|1
frirt|friert|03-371-3-I-Frosch.csv|1|1|1
zitert|zittert|03-371-3-I-Frosch.csv|1|1|1
amer|armer|03-371-3-I-Frosch.csv|2|2|2
Spazirgang|Spaziergang|03-371-3-I-Frosch.csv|1|10|1
