chunk|candidate|err_idx|num_chunk_build
gipt Lars ins eiskuge Lea|ins|1805|296
Lars ine eisige Lea .|eisige|1806|297
. Und da leken lea|da|1810|298
. Und an leken lea|an|1810|298
. Und dann leken lea|dann|1810|298
. Und dran leken lea|dran|1810|298
. Und dank leken lea|dank|1810|298
. Und den leken lea|den|1810|298
. Und das leken lea|das|1810|298
. Und dar leken lea|dar|1810|298
. Und ran leken lea|ran|1810|298
. Und man leken lea|man|1810|298
. Und van leken lea|van|1810|298
. Und San leken lea|San|1810|298
. Und Jan leken lea|Jan|1810|298
. Und Pan leken lea|Pan|1810|298
. Und Fan leken lea|Fan|1810|298
Und dan lenken lea und|lenken|1811|299
Und dan lecken lea und|lecken|1811|299
Und dan ekeln lea und|ekeln|1811|299
Und dan lenke lea und|lenke|1811|299
Und dan lesen lea und|lesen|1811|299
Und dan legen lea und|legen|1811|299
Und dan leben lea und|leben|1811|299
Und dan keilen lea und|keilen|1811|299
gehen zum weismachen und haben|weismachen|1826|300
und Dodo schleckte das eis|schleckte|1840|301
und Dodo schlackte das eis|schlackte|1840|301
und Dodo schluckte das eis|schluckte|1840|301
. Lea stolperte über dodo|stolperte|1847|302
tat sich weh und dodo|weh|1855|303
tat sich wie und dodo|wie|1855|303
tat sich wen und dodo|wen|1855|303
tat sich wer und dodo|wer|1855|303
tat sich weg und dodo|weg|1855|303
tat sich wem und dodo|wem|1855|303
tat sich web und dodo|web|1855|303
tat sich Uwe und dodo|Uwe|1855|303
tat sich je und dodo|je|1855|303
tat sich wo und dodo|wo|1855|303
tat sich de und dodo|de|1855|303
tat sich He und dodo|He|1855|303
beide waren glücklich und gehen|glücklich|1873|304
beide waren kläglich und gehen|kläglich|1873|304
und gehen zusammen glüklich nach|zusammen|1876|305
und gehen zusagen glüklich nach|zusagen|1876|305
und gehen zusahen glüklich nach|zusahen|1876|305
und gehen zusandten glüklich nach|zusandten|1876|305
gehen zusamen glücklich nach hause|glücklich|1877|306
gehen zusamen kläglich nach hause|kläglich|1877|306
. und da gehen sie|da|1891|307
. und an gehen sie|an|1891|307
. und dann gehen sie|dann|1891|307
. und dran gehen sie|dran|1891|307
. und dank gehen sie|dank|1891|307
. und den gehen sie|den|1891|307
. und das gehen sie|das|1891|307
. und dar gehen sie|dar|1891|307
. und ran gehen sie|ran|1891|307
. und man gehen sie|man|1891|307
. und van gehen sie|van|1891|307
. und San gehen sie|San|1891|307
. und Jan gehen sie|Jan|1891|307
. und Pan gehen sie|Pan|1891|307
. und Fan gehen sie|Fan|1891|307
sie und da stolpat Lea|da|1895|308
sie und an stolpat Lea|an|1895|308
sie und dann stolpat Lea|dann|1895|308
sie und dran stolpat Lea|dran|1895|308
sie und dank stolpat Lea|dank|1895|308
sie und den stolpat Lea|den|1895|308
sie und das stolpat Lea|das|1895|308
sie und dar stolpat Lea|dar|1895|308
sie und ran stolpat Lea|ran|1895|308
sie und man stolpat Lea|man|1895|308
sie und van stolpat Lea|van|1895|308
sie und San stolpat Lea|San|1895|308
sie und Jan stolpat Lea|Jan|1895|308
sie und Pan stolpat Lea|Pan|1895|308
sie und Fan stolpat Lea|Fan|1895|308
und dan stolpert Lea üba|stolpert|1896|309
stolpat Lea übe Dodo .|übe|1898|310
stolpat Lea übt Dodo .|übt|1898|310
Dodo . da ist das|da|1901|311
Dodo . an ist das|an|1901|311
Dodo . dann ist das|dann|1901|311
Dodo . dran ist das|dran|1901|311
Dodo . dank ist das|dank|1901|311
Dodo . den ist das|den|1901|311
Dodo . das ist das|das|1901|311
Dodo . dar ist das|dar|1901|311
Dodo . ran ist das|ran|1901|311
Dodo . man ist das|man|1901|311
Dodo . van ist das|van|1901|311
Dodo . San ist das|San|1901|311
Dodo . Jan ist das|Jan|1901|311
Dodo . Pan ist das|Pan|1901|311
Dodo . Fan ist das|Fan|1901|311
ganze Eis halbmast Lea weint|halbmast|1906|312
. Lars gilt ein stückchen|gilt|1911|313
. Lars gibt ein stückchen|gibt|1911|313
. Lars getippt ein stückchen|getippt|1911|313
ein stückchen Kap Lea Freut|Kap|1914|314
ein stückchen an Lea Freut|an|1914|314
ein stückchen ad Lea Freut|ad|1914|314
ein stückchen au Lea Freut|au|1914|314
ein stückchen am Lea Freut|am|1914|314
ein stückchen ab Lea Freut|ab|1914|314
ein stückchen kp Lea Freut|kp|1914|314
ein stückchen aß Lea Freut|aß|1914|314
ein stückchen API Lea Freut|API|1914|314
sie gehen zusammen .|zusammen|1920|315
sie gehen zusagen .|zusagen|1920|315
sie gehen zusahen .|zusahen|1920|315
sie gehen zusandten .|zusandten|1920|315
und Dodo keltert auf den|keltert|1931|316
und Dodo klettre auf den|klettre|1931|316
und Dodo klettert auf den|klettert|1931|316
und Dodo kletter auf den|kletter|1931|316
und Dodo kleckert auf den|kleckert|1931|316
Von Lea trogt der Eis|trogt|1938|317
Von Lea tropft der Eis|tropft|1938|317
Von Lea traft der Eis|traft|1938|317
und Lors merk das nicht|merk|1949|318
und Lors meckern das nicht|meckern|1949|318
Lea ist gestolpert und Dodo|gestolpert|1956|319
Lea ist gescheppert und Dodo|gescheppert|1956|319
Lea ist geschlottert und Dodo|geschlottert|1956|319
Lea ist gestochert und Dodo|gestochert|1956|319
und Dodo kraft und wil|kraft|1959|320
und Dodo kauft und wil|kauft|1959|320
und Dodo kalt und wil|kalt|1959|320
und Dodo kaut und wil|kaut|1959|320
und Dodo kamt und wil|kamt|1959|320
und Dodo Saft und wil|Saft|1959|320
und Dodo Taft und wil|Taft|1959|320
und Dodo Haft und wil|Haft|1959|320
kaft und weil den Eis|weil|1961|321
kaft und will den Eis|will|1961|321
kaft und wild den Eis|wild|1961|321
kaft und wie den Eis|wie|1961|321
kaft und wir den Eis|wir|1961|321
kaft und Nil den Eis|Nil|1961|321
hat es lest erst gemerckt|lest|1969|322
hat es just erst gemerckt|just|1969|322
hat es fest erst gemerckt|fest|1969|322
hat es Nest erst gemerckt|Nest|1969|322
hat es Rest erst gemerckt|Rest|1969|322
hat es Test erst gemerckt|Test|1969|322
hat es Pest erst gemerckt|Pest|1969|322
hat es Fest erst gemerckt|Fest|1969|322
hat es West erst gemerckt|West|1969|322
hat es jettest erst gemerckt|jettest|1969|322
jest erst gemerkt Lea gefalen|gemerkt|1971|323
jest erst gemeckert Lea gefalen|gemeckert|1971|323
jest erst gereckt Lea gefalen|gereckt|1971|323
gemerckt Lea gefallen isst und|gefallen|1973|324
gemerckt Lea gefalzten isst und|gefalzten|1973|324
gemerckt Lea gefalle isst und|gefalle|1973|324
gemerckt Lea gefangen isst und|gefangen|1973|324
gemerckt Lea fallen isst und|fallen|1973|324
Eis und da war Lea|da|1990|325
Eis und an war Lea|an|1990|325
Eis und dann war Lea|dann|1990|325
Eis und dran war Lea|dran|1990|325
Eis und dank war Lea|dank|1990|325
Eis und den war Lea|den|1990|325
Eis und das war Lea|das|1990|325
Eis und dar war Lea|dar|1990|325
Eis und ran war Lea|ran|1990|325
Eis und man war Lea|man|1990|325
Eis und van war Lea|van|1990|325
Eis und San war Lea|San|1990|325
Eis und Jan war Lea|Jan|1990|325
Eis und Pan war Lea|Pan|1990|325
Eis und Fan war Lea|Fan|1990|325
von Lars galt von den|galt|2011|326
von Lars alt von den|alt|2011|326
von Lars falte von den|falte|2011|326
von Lars fallt von den|fallt|2011|326
von Lars fault von den|fault|2011|326
von Lars falzt von den|falzt|2011|326
von Lars falt- von den|falt-|2011|326
von Lars fast von den|fast|2011|326
von Lars aalt von den|aalt|2011|326
von Lars malt von den|malt|2011|326
von Lars halt von den|halt|2011|326
von Lars falb von den|falb|2011|326
von Lars kalt von den|kalt|2011|326
von Lars faxt von den|faxt|2011|326
von Lars Halt von den|Halt|2011|326
den Eis trogen und Dodo|trogen|2015|327
den Eis tropfen und Dodo|tropfen|2015|327
den Eis trafen und Dodo|trafen|2015|327
den Eis träfen und Dodo|träfen|2015|327
den Eis getroffen und Dodo|getroffen|2015|327
den Eis betroffen und Dodo|betroffen|2015|327
Eis der Eisfernkäufer sagt was|Eisfernkäufer|2030|328
Eis der Eisuferkäufer sagt was|Eisuferkäufer|2030|328
Eis der Eisverkäufer sagt was|Eisverkäufer|2030|328
Eis der Einkäufer sagt was|Einkäufer|2030|328
Eis der Verkäufer sagt was|Verkäufer|2030|328
sagt was da es den|da|2033|329
sagt was darf es den|darf|2033|329
sagt was das es den|das|2033|329
sagt was dar es den|dar|2033|329
Lea sagt Derber und Waldmeister|Derber|2039|330
Lea sagt Herber und Waldmeister|Herber|2039|330
Lea sagt Werber und Waldmeister|Werber|2039|330
Lea sagt Erwerber und Waldmeister|Erwerber|2039|330
Lea sagt Bewerber und Waldmeister|Bewerber|2039|330
Lea sagt Erbebe und Waldmeister|Erbebe|2039|330
Lea sagt Erwerbe und Waldmeister|Erwerbe|2039|330
Waldmeister Lars weil Schokolade und|weil|2043|331
Waldmeister Lars will Schokolade und|will|2043|331
Waldmeister Lars wild Schokolade und|wild|2043|331
Waldmeister Lars wie Schokolade und|wie|2043|331
Waldmeister Lars wir Schokolade und|wir|2043|331
Waldmeister Lars Nil Schokolade und|Nil|2043|331
Schokolade und Wandle . Dodo|Wandle|2046|332
der Hund weil auch eins|weil|2051|333
der Hund will auch eins|will|2051|333
der Hund wild auch eins|wild|2051|333
der Hund wie auch eins|wie|2051|333
der Hund wir auch eins|wir|2051|333
der Hund Nil auch eins|Nil|2051|333
aber er kriege nikch .|kriege|2056|334
er krik nicht . Als|nicht|2057|335
. Als iss bekomen haben|iss|2060|336
. Als Isis bekomen haben|Isis|2060|336
. Als sie bekomen haben|sie|2060|336
. Als bis bekomen haben|bis|2060|336
. Als Eis bekomen haben|Eis|2060|336
Als sis bekommen haben laufen|bekommen|2061|337
Als sis bekamen haben laufen|bekamen|2061|337
Als sis bekämen haben laufen|bekämen|2061|337
Als sis bekomme haben laufen|bekomme|2061|337
Als sis beklommen haben laufen|beklommen|2061|337
Als sis benommen haben laufen|benommen|2061|337
Als sis kommen haben laufen|kommen|2061|337
und Dodo regt es Lea|regt|2073|338
und Dodo legt es Lea|legt|2073|338
und Dodo hegt es Lea|hegt|2073|338
und Dodo fegt es Lea|fegt|2073|338
es Lea stolpert und felt|stolpert|2076|339
stolpat und fehlt hin .|fehlt|2078|340
stolpat und feilt hin .|feilt|2078|340
stolpat und fielt hin .|fielt|2078|340
stolpat und elft hin .|elft|2078|340
stolpat und fest hin .|fest|2078|340
stolpat und fett hin .|fett|2078|340
stolpat und fegt hin .|fegt|2078|340
stolpat und Welt hin .|Welt|2078|340
stolpat und Zelt hin .|Zelt|2078|340
Lars . Tagst hast .|Tagst|2083|341
Lars . Sagt hast .|Sagt|2083|341
Lars . Satt hast .|Satt|2083|341
Lars . Sagtet hast .|Sagtet|2083|341
Lars . Sagte hast .|Sagte|2083|341
Lars . Sagst hast .|Sagst|2083|341
. Du dir wegetan Lea|dir|2087|342
. Du drei wegetan Lea|drei|2087|342
. Du die wegetan Lea|die|2087|342
. Du der wegetan Lea|der|2087|342
. Du dies wegetan Lea|dies|2087|342
. Du gier wegetan Lea|gier|2087|342
. Du hier wegetan Lea|hier|2087|342
. Du vier wegetan Lea|vier|2087|342
. Du zier wegetan Lea|zier|2087|342
. Du Eier wegetan Lea|Eier|2087|342
. Du Tier wegetan Lea|Tier|2087|342
. Du Gier wegetan Lea|Gier|2087|342
. Du Bier wegetan Lea|Bier|2087|342
. Du Zier wegetan Lea|Zier|2087|342
Du dier weggetan Lea sagt|weggetan|2088|343
Du dier angetan Lea sagt|angetan|2088|343
Du dier getan Lea sagt|getan|2088|343
. Lea Set auf .|Set|2100|344
. Lea Steg auf .|Steg|2100|344
. Lea Steht auf .|Steht|2100|344
. Lea Stete auf .|Stete|2100|344
. Lea Stets auf .|Stets|2100|344
. Lea Sätet auf .|Sätet|2100|344
. Lea Ästet auf .|Ästet|2100|344
. Lea Steh auf .|Steh|2100|344
gibt ein von sein eis|von|2106|345
gibt ein Ion sein eis|Ion|2106|345
gibt ein Ton sein eis|Ton|2106|345
gibt ein Don sein eis|Don|2106|345
gibt ein Bon sein eis|Bon|2106|345
gibt ein Xon sein eis|Xon|2106|345
gibt ein Äon sein eis|Äon|2106|345
Lea sagt Sage und Laufen|Sage|2111|346
Lea sagt Jage und Laufen|Jage|2111|346
Lea sagt Nage und Laufen|Nage|2111|346
Lea sagt Rage und Laufen|Rage|2111|346
Lea sagt Tage und Laufen|Tage|2111|346
Lea sagt Doge und Laufen|Doge|2111|346
Lea sagt Dame und Laufen|Dame|2111|346
Lea sagt Vage und Laufen|Vage|2111|346
Lea sagt Wage und Laufen|Wage|2111|346
Lea sagt Lage und Laufen|Lage|2111|346
Lea sagt Gage und Laufen|Gage|2111|346
Lea sagt Page und Laufen|Page|2111|346
Lea sagt Agenda und Laufen|Agenda|2111|346
Dodo . Gen im Eisladen|Gen|2120|347
Dodo . Gehen im Eisladen|Gehen|2120|347
Dodo . Zehn im Eisladen|Zehn|2120|347
Dodo . Geh im Eisladen|Geh|2120|347
Dodo . Gehe im Eisladen|Gehe|2120|347
Dodo . Gern im Eisladen|Gern|2120|347
Dodo . Geht im Eisladen|Geht|2120|347
den Eis hadern . Dodo|hadern|2140|348
den Eis laden . Dodo|laden|2140|348
den Eis hauen . Dodo|hauen|2140|348
den Eis haben . Dodo|haben|2140|348
den Eis baden . Dodo|baden|2140|348
den Eis faden . Dodo|faden|2140|348
den Eis haken . Dodo|haken|2140|348
den Eis Laden . Dodo|Laden|2140|348
den Eis Maden . Dodo|Maden|2140|348
den Eis Faden . Dodo|Faden|2140|348
den Eis Waden . Dodo|Waden|2140|348
den Eis schaden . Dodo|schaden|2140|348
. Lars tat dem Eis|tat|2161|349
. Lars alt dem Eis|alt|2161|349
. Lars aalt dem Eis|aalt|2161|349
. Lars taut dem Eis|taut|2161|349
. Lars tagt dem Eis|tagt|2161|349
. Lars galt dem Eis|galt|2161|349
. Lars malt dem Eis|malt|2161|349
. Lars halt dem Eis|halt|2161|349
. Lars kalt dem Eis|kalt|2161|349
. Lars Halt dem Eis|Halt|2161|349
. Lars tafelt dem Eis|tafelt|2161|349
und Lea gen freulich .|gen|2168|350
und Lea geh freulich .|geh|2168|350
und Lea gehen freulich .|gehen|2168|350
und Lea gehe freulich .|gehe|2168|350
und Lea gern freulich .|gern|2168|350
und Lea geht freulich .|geht|2168|350
und Lea zehn freulich .|zehn|2168|350
Lea gehn freilich .|freilich|2169|351
Lea gehn fraulich .|fraulich|2169|351
Lea gehn treulich .|treulich|2169|351
Lea gehn erfreulich .|erfreulich|2169|351
Lea gehn freundlich .|freundlich|2169|351
und Dodo klone eis Lea|klone|2175|352
und Dodo holen eis Lea|holen|2175|352
und Dodo Molen eis Lea|Molen|2175|352
und Dodo Polen eis Lea|Polen|2175|352
und Dodo kollern eis Lea|kollern|2175|352
und Dodo schlenkern eis und|schlenkern|2182|353
und Dodo schlecke eis und|schlecke|2182|353
und Dodo schlechter eis und|schlechter|2182|353
und Dodo schlanker eis und|schlanker|2182|353
und Dodo senkt die Kleinen|senkt|2186|354
und Dodo lenkt die Kleinen|lenkt|2186|354
und Dodo denkt die Kleinen|denkt|2186|354
und auf einmal stolper Lea|einmal|2192|355
und auf Beimal stolper Lea|Beimal|2192|355
und auf dreimal stolper Lea|dreimal|2192|355
und auf zweimal stolper Lea|zweimal|2192|355
das eis weil das eis|weil|2201|356
das eis wie das eis|wie|2201|356
das eis wies das eis|wies|2201|356
das eis will das eis|will|2201|356
das eis fiel das eis|fiel|2201|356
das eis viel das eis|viel|2201|356
das eis ziel das eis|ziel|2201|356
das eis Siel das eis|Siel|2201|356
das eis Kiel das eis|Kiel|2201|356
das eis Ziel das eis|Ziel|2201|356
aus dem herrschen und dodo|herrschen|2206|357
und dodo rot sich das|rot|2209|358
und dodo Brot sich das|Brot|2209|358
das Lea gestolpert ist und|gestolpert|2213|359
das Lea gestoppter ist und|gestoppter|2213|359
das Lea stolpern ist und|stolpern|2213|359
und Lars tostet si Lars|tostet|2217|360
und Lars rostet si Lars|rostet|2217|360
und Lars trottet si Lars|trottet|2217|360
und Lars tröstet si Lars|tröstet|2217|360
und Lars getrost si Lars|getrost|2217|360
und Lars trostlos si Lars|trostlos|2217|360
und Lars strotztet si Lars|strotztet|2217|360
und Lars lostretet si Lars|lostretet|2217|360
Lars trostet sie Lars sagte|sie|2218|361
Lars trostet so Lars sagte|so|2218|361
Lars trostet sei Lars sagte|sei|2218|361
Lars trostet pi Lars sagte|pi|2218|361
Lars trostet xi Lars sagte|xi|2218|361
Lars trostet Ei Lars sagte|Ei|2218|361
sagte Komm steh auf Komm|steh|2222|362
sagte Komm säte auf Komm|säte|2222|362
sagte Komm äste auf Komm|äste|2222|362
sagte Komm sie auf Komm|sie|2222|362
sagte Komm spe auf Komm|spe|2222|362
sagte Komm säe auf Komm|säe|2222|362
sagte Komm Ute auf Komm|Ute|2222|362
Lars mit irr teilt und|irr|2235|363
Lars mit dir teilt und|dir|2235|363
Lars mit mir teilt und|mir|2235|363
Lars mit ihr teilt und|ihr|2235|363
Lars mit wir teilt und|wir|2235|363
Lars mit Sir teilt und|Sir|2235|363
Lars mit Kir teilt und|Kir|2235|363
Lars mit er teilt und|er|2235|363
Lars mit in teilt und|in|2235|363
Lars mit im teilt und|im|2235|363
Lars mit Ar teilt und|Ar|2235|363
Lars mit Mr teilt und|Mr|2235|363
Lars mit Fr teilt und|Fr|2235|363
Lars mit IRQ teilt und|IRQ|2235|363
teilt und sie gehen zusamen|sie|2238|364
teilt und so gehen zusamen|so|2238|364
teilt und sei gehen zusamen|sei|2238|364
teilt und pi gehen zusamen|pi|2238|364
teilt und xi gehen zusamen|xi|2238|364
teilt und Ei gehen zusamen|Ei|2238|364
si gehen zusammen in den|zusammen|2240|365
si gehen zusagen in den|zusagen|2240|365
si gehen zusahen in den|zusahen|2240|365
si gehen zusandten in den|zusandten|2240|365
in den Pakt das vars|Pakt|2243|366
paKh das Lars .|Lars|2245|367
paKh das Mars .|Mars|2245|367
paKh das Bars .|Bars|2245|367
paKh das versa .|versa|2245|367
eis und Trumpf und Dodo|Trumpf|2259|368
eis und Tropf und Dodo|Tropf|2259|368
eis und Trupp und Dodo|Trupp|2259|368
eis und Rupft und Dodo|Rupft|2259|368
. Dodo Schlupfs Lea und|Schlupfs|2266|369
. Dodo Schopfs Lea und|Schopfs|2266|369
. Dodo Schlupf Lea und|Schlupf|2266|369
und dann Fell sein eis|Fell|2270|370
und dann Felle sein eis|Felle|2270|370
und dann Fells sein eis|Fells|2270|370
und dann Gellt sein eis|Gellt|2270|370
und dann Pellt sein eis|Pellt|2270|370
und dann Hellt sein eis|Hellt|2270|370
und dann Bellt sein eis|Bellt|2270|370
und dann Wellt sein eis|Wellt|2270|370
und dann Fell- sein eis|Fell-|2270|370
und dann Feilt sein eis|Feilt|2270|370
und dann Fallt sein eis|Fallt|2270|370
und dann Fehlt sein eis|Fehlt|2270|370
und dann Fällt sein eis|Fällt|2270|370
und dann Füllt sein eis|Füllt|2270|370
sein eis raunt . Lea|raunt|2273|371
sein eis runter . Lea|runter|2273|371
Lea ist traulich wegen Dodo|traulich|2277|372
Lea ist traurig wegen Dodo|traurig|2277|372
wegen Dodo dann Leas sein|dann|2280|373
wegen Dodo sann Leas sein|sann|2280|373
wegen Dodo fand Leas sein|fand|2280|373
wegen Dodo kann Leas sein|kann|2280|373
wegen Dodo wann Leas sein|wann|2280|373
wegen Dodo Mann Leas sein|Mann|2280|373
wegen Dodo Bann Leas sein|Bann|2280|373
sein eis iss runterfale lasen|iss|2284|374
sein eis ins runterfale lasen|ins|2284|374
sein eis ist runterfale lasen|ist|2284|374
sein eis bis runterfale lasen|bis|2284|374
sein eis Eis runterfale lasen|Eis|2284|374
sein eis es runterfale lasen|es|2284|374
sein eis in runterfale lasen|in|2284|374
sein eis im runterfale lasen|im|2284|374
sein eis ms runterfale lasen|ms|2284|374
eis is herunterfalle lasen hat|herunterfalle|2285|375
eis is hinunterfalle lasen hat|hinunterfalle|2285|375
eis is untermale lasen hat|untermale|2285|375
und Dodo sind fru .|sind|2299|376
und Dodo sinnt fru .|sinnt|2299|376
und Dodo singt fru .|singt|2299|376
und Dodo sinkt fru .|sinkt|2299|376
und Dodo eint fru .|eint|2299|376
und Dodo sing fru .|sing|2299|376
Dodo sint ruf .|ruf|2300|377
. Dodo bellt . Lea|bellt|2312|378
. Dodo belle . Lea|belle|2312|378
. Dodo belud . Lea|belud|2312|378
und Lars lenken ihr Eis|lenken|2317|379
und Lars lecken ihr Eis|lecken|2317|379
und Lars ekeln ihr Eis|ekeln|2317|379
und Lars lenke ihr Eis|lenke|2317|379
und Lars lesen ihr Eis|lesen|2317|379
